MARQUE_MODELE;ANNEE;CAF_XOF;COTE_EUR_IMPLICITE;PLANCHER;CATEGORIE_TAUX;TAUX_MARGINAL;DROITS_IM4_XOF_depuis_fev2025;NB_DECLARATIONS;FIABILITE_CAF_%
4AXLES DUMP SEMI TRAILER 12 D UNE CAPACI;2024;151616401;231137;;AUTRE/EXONERE;;;1;100
A25001192 DU 13 03;2026;73359824;111836;;AUTRE/EXONERE;;;1;100
A25003457 21 08 ENGINS DONT LA SUPERSTRU;2025;30610233;46664;;AUTRE/EXONERE;;;1;100
ACURA MDX;2005;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
ACURA MDX;2012;5027731;7664;;A_TOURISME_13CV_PLUS;0.40208;2120150;1;100
ACURA MDX SH AWD;2007;2349446;3581;;A_TOURISME_13CV_PLUS;0.40208;1043265;1;100
ACURA MDX SH AWD;2008;2932594;4470;;A_TOURISME_13CV_PLUS;0.40208;1277737;1;100
ACURA RDX;2007;2190048;3338;;A_TOURISME_13CV_PLUS;0.40208;979174;1;100
ACURA RDX;2014;5322913;8114;;A_TOURISME_13CV_PLUS;0.40208;2238837;1;100
ACURA TSX;2007;1723660;2627;;A_TOURISME_13CV_PLUS;0.40208;791649;1;100
ATT TRAILER ATTACHED AUTRES REMORQUES ET;1996;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
ATTACHED VANG VANG TRAILER;1992;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
AUDI A1;2013;3071431;4682;;B_TOURISME_STANDARD;0.31598;1069111;1;100
AUDI A3;2001;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
AUDI A3;2006;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
AUDI A3 M C;2006;1724745;2629;;B_TOURISME_STANDARD;0.31598;643585;1;100
AUDI A4;1998;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
AUDI A4;2002;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
AUDI A4;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
AUDI A4;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
AUDI A4;2011;3591177;5474;;B_TOURISME_STANDARD;0.31598;1233340;1;100
AUDI A5;2016;10074819;15358;;B_TOURISME_STANDARD;0.31598;3282041;1;100
AUDI A8;2003;1500003;;OUI;B_TOURISME_STANDARD;0.31598;572571;1;100
AUDI A8;2007;2427934;3701;;A_TOURISME_13CV_PLUS;0.40208;1074824;1;100
AUDI Q5;2010;5880479;8964;;A_TOURISME_13CV_PLUS;0.40208;2463023;1;100
AUDI Q5;2013;7946753;12114;;B_TOURISME_STANDARD;0.31598;2609615;1;100
AUDI Q5;2014;8438723;12864;;A_TOURISME_13CV_PLUS;0.40208;3491642;1;100
AUDI Q5;2015;9652251;14714;;B_TOURISME_STANDARD;0.31598;3148518;1;100
AUDI Q7;2007;3658516;5577;;A_TOURISME_13CV_PLUS;0.40208;1569616;1;100
AUDI Q7;2011;7187581;10957;;AUTRE/EXONERE;;;1;100
AUDI Q7;2014;9980229;15214;;A_TOURISME_13CV_PLUS;0.40208;4111450;1;100
AVD N BEN26018689 DU 02 06 CITERNES;2026;33558640;51159;;AUTRE/EXONERE;;;1;100
AVD N BEN26021907 DU 26 06 AUTRES;2026;14385664;21930;;AUTRE/EXONERE;;;1;100
BEN26011454 DU 03 04 AUTRES;2026;9878919;15060;;AUTRE/EXONERE;;;1;100
BERLIET TRUCK;1994;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
BITELLI ROADROLLER 63 MACHINES ET APPARE;1998;7215561;10999;;AUTRE/EXONERE;;;1;100
BMW 116;2009;2326917;3547;;B_TOURISME_STANDARD;0.31598;833859;1;100
BMW 116 19 04;2010;2336756;3562;;B_TOURISME_STANDARD;0.31598;836968;1;100
BMW 116I;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
BMW 118;2007;1716874;2617;;B_TOURISME_STANDARD;0.31598;641098;1;100
BMW 118;2008;2071093;3157;;B_TOURISME_STANDARD;0.31598;753024;1;100
BMW 118I;2007;1716873;2617;;B_TOURISME_STANDARD;0.31598;641098;1;100
BMW 120;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
BMW 120 04 11;2004;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
BMW 120 05 06;2010;3074712;4687;;B_TOURISME_STANDARD;0.31598;1070147;1;100
BMW 120 22 09;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
BMW 3 SERIES;2013;6503643;9914;;B_TOURISME_STANDARD;0.31598;2153621;1;100
BMW 316;1999;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
BMW 316 30 03;1999;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
BMW 318;2002;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
BMW 318;2009;2576181;3927;;B_TOURISME_STANDARD;0.31598;912622;1;100
BMW 318I;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
BMW 320;1998;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
BMW 320;2001;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
BMW 320;2004;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
BMW 320 M C;1999;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
BMW 320I;2002;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
BMW 320I;2003;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
BMW 325;2010;2779529;4237;;A_TOURISME_13CV_PLUS;0.40208;1216193;1;100
BMW 325 06 12;1994;1500002;;OUI;A_TOURISME_13CV_PLUS;0.40208;701721;1;100
BMW 5 SERIES;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
BMW 520;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
BMW 523;2005;1500003;;OUI;B_TOURISME_STANDARD;0.31598;572571;1;100
BMW 525 17 12;2004;1500000;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
BMW 525I 28 04;2008;2892354;4409;;A_TOURISME_13CV_PLUS;0.40208;1261558;1;100
BMW 528;2013;7356389;11214;;B_TOURISME_STANDARD;0.31598;2423072;1;100
BMW 535I;2011;5552498;8464;;A_TOURISME_13CV_PLUS;0.40208;2331148;1;100
BMW 730;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
BMW M1;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
BMW SERIE 3 28 04;2011;3317417;5057;;B_TOURISME_STANDARD;0.31598;1146837;1;100
BMW X 6;2011;7094005;10814;;A_TOURISME_13CV_PLUS;0.40208;2950958;1;100
BMW X1;2012;3914561;5967;;B_TOURISME_STANDARD;0.31598;1335523;1;100
BMW X1;2015;8143541;12414;;B_TOURISME_STANDARD;0.31598;2671796;1;100
BMW X1 XDRIVE 28I;2015;8143543;12414;;B_TOURISME_STANDARD;0.31598;2671797;1;100
BMW X3;2004;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
BMW X3;2005;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
BMW X3;2006;2107397;3212;;A_TOURISME_13CV_PLUS;0.40208;945942;1;100
BMW X3;2007;2609862;3978;;A_TOURISME_13CV_PLUS;0.40208;1147973;1;100
BMW X3;2013;6569237;10014;;B_TOURISME_STANDARD;0.31598;2174348;1;100
BMW X3;2014;8242401;12565;;B_TOURISME_STANDARD;0.31598;2703034;1;100
BMW X3;2015;10242613;15614;;AUTRE/EXONERE;;;1;100
BMW X3 XDRIVE 28I;2011;4994933;7614;;A_TOURISME_13CV_PLUS;0.40208;2106963;1;100
BMW X3 XDRIVE 28I;2014;8241935;12564;;B_TOURISME_STANDARD;0.31598;2702887;1;100
BMW X4 GRAVE ACCIDENTE;2017;4128812;6294;;B_TOURISME_STANDARD;0.31598;1403222;1;100
BMW X5;2005;1966139;2997;;A_TOURISME_13CV_PLUS;0.40208;889145;1;100
BMW X5;2011;5957656;9082;;A_TOURISME_13CV_PLUS;0.40208;2494054;1;100
BMW X5;2012;6618434;10089;;A_TOURISME_13CV_PLUS;0.40208;2759740;1;100
BMW X5;2013;7881601;12015;;A_TOURISME_13CV_PLUS;0.40208;3267634;1;100
BMW X5 15 09;2008;4941200;7532;;A_TOURISME_13CV_PLUS;0.40208;2085358;1;100
BMW X5 GRAVE ACCIDENTE;2007;1682276;2564;;A_TOURISME_13CV_PLUS;0.40208;775010;1;100
BMW X5 XDRIVE 40I AUTRES;2024;43429454;66207;;AUTRE/EXONERE;;;1;100
BMW X6;2014;12079300;18414;;AUTRE/EXONERE;;;1;100
BMW X6;2017;17982941;27414;;A_TOURISME_13CV_PLUS;0.40208;7329181;1;100
BMW X6 ACCIDENTE;2009;2853989;4350;;A_TOURISME_13CV_PLUS;0.40208;1246132;1;100
BMW X6 M C;2008;5285296;8057;;A_TOURISME_13CV_PLUS;0.40208;2223712;1;100
BOMAG ROLLER COMPACTEUSES ET ROULEAUX CO;1995;2000001;3048;;AUTRE/EXONERE;;;1;100
BULLDOZER WITH RIPPER ANNEE A CHENILLES;2025;56333385;85879;;AUTRE/EXONERE;;;1;100
BUS MAN USAGES;2007;11359000;17316;;C_CAMION_BUS;0.23338;2749563;1;100
BUS PASSENGER;2013;10291742;15689;;C_CAMION_BUS;0.23338;2500487;1;100
BYD FORMULA LEOPARD BRAND AUTRES;2025;24699859;37654;;AUTRE/EXONERE;;;1;100
BYD SEALION 06 5 DOORS AUTRES;2025;12324840;18788;;AUTRE/EXONERE;;;1;100
BYD YUAN PLUS SMART DRIVING AUTRES;2025;13784628;21014;;AUTRE/EXONERE;;;1;100
CADILLAC 6KH69;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
CADILLAC DTS;2011;3678194;5607;;A_TOURISME_13CV_PLUS;0.40208;1577528;1;100
CAM BENNE SINOTRUK 17 04;2019;8000002;12195;;AUTRE/EXONERE;;;1;100
CAM RENAULT 03 08;1987;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAM RENAULT DB02A1 24 04;1989;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAM RENAULT G290 28 09;1991;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAM RENAULT USAGE 01 01;1992;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAM RENAULT USAGE 25 05;1993;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAM RENAULT USAGE 27 07;1982;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAM RENAULT USAGE 31 05;1990;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAM SCANIA TRUCK BENE 04 05;1990;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION A NACELLE ELEVATRICE DA;2009;2800001;4268;;D_TRACTEUR_ROUTIER;0.19208;636424;1;100
CAMION BENNE USAGE M C;2011;20857762;31797;;AUTRE/EXONERE;;;1;100
CAMION DAF 13 02;1996;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION DAF AT33K145 21 01;1992;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION DUMP TRUCK;2015;9840001;15000;;C_CAMION_BUS;0.23338;2395059;1;100
CAMION HOWO 5ELSD1;2018;3000001;4573;;C_CAMION_BUS;0.23338;798740;1;100
CAMION IVECO 11 06;1996;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
CAMION MAN;1998;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION MAN 09 12;1999;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION MAN 10 10;2002;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION MAN 13 12;1991;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION MAN 18 363;2004;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION MAN PLATEAU 06 05;2005;5000000;7622;;AUTRE/EXONERE;;;1;100
CAMION MAN USAGE 03 12;2001;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
CAMION RENAUL 01 08;1990;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAUL 20 12;1989;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT;2005;3000000;4573;;C_CAMION_BUS;0.23338;798740;1;100
CAMION RENAULT 01 04;1992;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT 02 02;1996;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT 02 05;1997;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT 02 09;1993;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT 03 04;1985;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT 05 02;1992;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT 05 03;2004;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT 05 07;1993;2500003;;OUI;C_CAMION_BUS;0.23338;682051;1;100
CAMION RENAULT 05 08;1993;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT 05 10;1995;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT 07 01;2008;2800000;4268;;C_CAMION_BUS;0.23338;752064;1;100
CAMION RENAULT 08 02;1988;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
CAMION RENAULT 08 03;1993;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT 08 06;1995;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT 08 10;1985;2500001;;OUI;AUTRE/EXONERE;;;1;100
CAMION RENAULT 09 10;1981;2500003;;OUI;C_CAMION_BUS;0.23338;682051;1;100
CAMION RENAULT 09 10;1989;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT 10 12;1991;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
CAMION RENAULT 11 01;1995;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT 11 08;1989;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
CAMION RENAULT 12 03;1986;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT 12 04;1994;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT 12 11;1990;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT 12 11;1999;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT 13 12;1989;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT 17 03;2009;2800001;4268;;C_CAMION_BUS;0.23338;752064;1;100
CAMION RENAULT 17 06;1996;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT 17 10;1994;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT 18 02;1991;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT 19 06;1991;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT 19 09;2002;2500000;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
CAMION RENAULT 20 09;1988;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT 22 05;1995;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
CAMION RENAULT 22 11;1993;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
CAMION RENAULT 23 10;2001;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT 23 12;1996;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
CAMION RENAULT 25 05;1989;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT 27 01;1992;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT 27 05;1998;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT 28 06;2004;2600001;3963;;D_TRACTEUR_ROUTIER;0.19208;598008;1;100
CAMION RENAULT 31 05;1994;2865350;4367;;C_CAMION_BUS;0.23338;767315;1;100
CAMION RENAULT DU 20 10;1989;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
CAMION RENAULT DU 25 04;1991;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
CAMION RENAULT RG08A1;1988;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
CAMION RENAULT USAG 04 01;1996;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT USAGE 15 02;1996;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT USAGE 19 11;1996;2500003;;OUI;C_CAMION_BUS;0.23338;682051;1;100
CAMION RENAULT USAGE 28 09;2006;2700001;4115;;C_CAMION_BUS;0.23338;728726;1;100
CAMION RENAULT USAGE DU;1992;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
CAMION RENAULT USAGE DU;1997;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
CAMION RENAULT USAGE DU 10 12;2003;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT USAGE DU 12 01;2000;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT USAGE DU 12 10;1994;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT USAGE DU 15 05;1992;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT USAGE DU 16 11;1989;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT USAGE DU 18 08;1992;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT USAGE DU 28 09;1991;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION RENAULT USAGE DU 29 08;1989;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION SCANIA;1990;2924492;4458;;C_CAMION_BUS;0.23338;781118;1;100
CAMION SCANIA 06 05;1994;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION SCANIA 112 14 03;1984;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION SCANIA 14 05;1990;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION SCANIA 22 11;1991;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
CAMION SCANIA DU 08 03;1984;2500000;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
CAMION SCANIA DU 14 10;1996;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
CAMION SCANIA USAGE DU 04 04;1990;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION SINOTRUCK;2022;18800011;28660;;AUTRE/EXONERE;;;1;100
CAMION SINOTRUK BENNE M C02 07;2020;3200001;4878;;AUTRE/EXONERE;;;1;100
CAMION THOMAS;1994;2500003;;OUI;C_CAMION_BUS;0.23338;682051;1;100
CAMION USAGE 12 08;1998;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION VOLVO 01 07;1998;2865350;4367;;C_CAMION_BUS;0.23338;767315;1;100
CAMION VOLVO 03 09;1996;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION VOLVO 07 04;1987;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION VOLVO 21 07;2000;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION VOLVO 22 03;1989;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION VOLVO 25 04;1985;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION VOLVO 25 04;1988;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CAMION VOLVO DU 19 05;1988;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
CAMION VOLVO USAGE M C 19 08;1989;2000001;3048;;AUTRE/EXONERE;;;1;100
CAMION VOLVO USGAE M C 06 11;1989;2000001;3048;;AUTRE/EXONERE;;;1;100
CAMIONNETTE I TRUCK;2016;3840000;5853;;AUTRE/EXONERE;;;1;100
CAMIONNETTE SAVIEM DU 05 02;1980;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
CASE TRACTOR AUTRES;2002;9000001;13720;;AUTRE/EXONERE;;;1;100
CAT EXCAVATOR USAG ACCESSOIR AUTRES;2011;10480001;15976;;AUTRE/EXONERE;;;1;100
CATERPILARD 330F HYDRAULIC CHARGEUSES ET;2016;35343620;53880;;AUTRE/EXONERE;;;1;100
CATERPILLAR 140H MOTORGRADER NIVELEUSES;2001;10860001;16555;;AUTRE/EXONERE;;;1;100
CATERPILLAR 330BL CHARGEUSES ET CHARGEUS;1988;24370000;37151;;AUTRE/EXONERE;;;1;100
CATERPILLAR 330BLN AUTRES;2000;13850000;21113;;AUTRE/EXONERE;;;1;100
CATERPILLAR 345CL EXCAVATOR CHARGEUSES E;2007;17360000;26464;;AUTRE/EXONERE;;;1;100
CATERPILLAR 908 WHEELLOADER AUTRES;2018;134458066;204979;;AUTRE/EXONERE;;;1;100
CATERPILLAR CS76 AUTRES;2008;21203787;32324;;AUTRE/EXONERE;;;1;100
CATERPILLAR EXCAVATOR CHARGEUSES ET CHAR;2022;3960001;6036;;AUTRE/EXONERE;;;1;100
CATERPILLAR TH460B AUTRES MACHINES ET AP;1999;10577356;16124;;AUTRE/EXONERE;;;1;100
CHARGEUSE SUR PNEUS USAGE CHARGEUSES ET ;2021;27003507;41166;;AUTRE/EXONERE;;;1;100
CHERY VEHICLES TIGGO 7 PRO 1 5 AUTRES;2023;10758017;16400;;AUTRE/EXONERE;;;1;100
CHERY VEHICLES TIGGO7 PRO 1 5L AUTRES;2023;10758017;16400;;AUTRE/EXONERE;;;1;100
CHERY VEHICLES TIGGO8 PRO 2 0L AUTRES;2023;13526123;20620;;AUTRE/EXONERE;;;1;100
CHEVROLET AVEO;2010;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
CHEVROLET CAMARO;2013;6269237;9557;;A_TOURISME_13CV_PLUS;0.40208;2619335;1;100
CHEVROLET CAMARO AMARO;2010;3906041;5954;;A_TOURISME_13CV_PLUS;0.40208;1669141;1;100
CHEVROLET CAMARO GRAVE ACCIDEN;2014;1993139;3038;;A_TOURISME_13CV_PLUS;0.40208;900001;1;100
CHEVROLET CAPTIVA;2007;1500000;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
CHEVROLET CAPTIVA;2008;1625040;2477;;A_TOURISME_13CV_PLUS;0.40208;751996;1;100
CHEVROLET CAPTIVA;2012;2799209;4267;;B_TOURISME_STANDARD;0.31598;983094;1;100
CHEVROLET CRUZE;2012;2558043;3899;;B_TOURISME_STANDARD;0.31598;906890;1;100
CHEVROLET CRUZE LTZ;2012;2558041;3899;;B_TOURISME_STANDARD;0.31598;906890;1;100
CHEVROLET EPICA;2008;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
CHEVROLET EQUINOX;2012;3099209;4724;;A_TOURISME_13CV_PLUS;0.40208;1344730;1;100
CHEVROLET EQUINOX;2013;3250079;4954;;A_TOURISME_13CV_PLUS;0.40208;1405392;1;100
CHEVROLET EXPRESS COMMERCIAL;2004;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
CHEVROLET KALOS 14 12;2006;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
CHEVROLET MATIZ;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
CHEVROLET ORLANDO;2012;2526985;3852;;B_TOURISME_STANDARD;0.31598;897077;1;100
CHEVROLET SPARK;2012;1500003;;OUI;B_TOURISME_STANDARD;0.31598;572571;1;100
CHEVROLET SPARK 04 07;2013;1766070;2692;;B_TOURISME_STANDARD;0.31598;656643;1;100
CHEVROLET TACUMA;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
CHEVROLET TRAVERSE;2010;2489167;3794;;A_TOURISME_13CV_PLUS;0.40208;1099444;1;100
CHEVROLET TRAVERSE;2012;3145126;4794;;A_TOURISME_13CV_PLUS;0.40208;1363192;1;100
CHEVROLET TRAVERSE GRAVE ACCID;2014;1500003;;OUI;A_TOURISME_13CV_PLUS;0.40208;701721;1;100
CHEVROVET CAPTIVA;2014;3353494;5112;;A_TOURISME_13CV_PLUS;0.40208;1446973;1;100
CHMITZ TRAILER AUTRES REMORQUES ET SEMI ;2006;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
CHRYSLER PT CRUISER LIMITED;2003;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
CHRYSLER VOYAGER;2001;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
CITRO N C25;1982;1500000;;OUI;C_CAMION_BUS;0.23338;448670;1;100
CITRO N XSARA PICASSO;2006;1501015;;OUI;B_TOURISME_STANDARD;0.31598;572891;1;100
CITROEN BERLINGO;2001;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
CITROEN BERLINGO;2004;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
CITROEN BERLINGO;2008;1500003;;OUI;B_TOURISME_STANDARD;0.31598;572571;1;100
CITROEN BERLINGO;2009;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
CITROEN BERLINGO;2014;2792800;4257;;C_CAMION_BUS;0.23338;750384;1;100
CITROEN BERLINGO 08 07;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
CITROEN BERLINGO 24 02;2010;1792310;2732;;B_TOURISME_STANDARD;0.31598;664934;1;100
CITROEN BERLINGO USAGES;2003;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
CITROEN C CROSSER;2009;2021896;3082;;B_TOURISME_STANDARD;0.31598;737479;1;100
CITROEN C25;1983;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
CITROEN C25;1997;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
CITROEN C25 01 07 USAGES;1988;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
CITROEN C25 03 04;1992;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
CITROEN C25 05 06 USAGES;1984;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
CITROEN C25 06 10;2008;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
CITROEN C25 13 02 USAGES;1989;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
CITROEN C25 20 12;1991;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
CITROEN C25 M C;1982;1500000;;OUI;C_CAMION_BUS;0.23338;448670;1;100
CITROEN C25 M C;1991;1500000;;OUI;C_CAMION_BUS;0.23338;448670;1;100
CITROEN C25 M C;1999;1500000;;OUI;C_CAMION_BUS;0.23338;448670;1;100
CITROEN C25 USAGES;1985;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
