MARQUE_MODELE;ANNEE;CAF_XOF;COTE_EUR_IMPLICITE;PLANCHER;CATEGORIE_TAUX;TAUX_MARGINAL;DROITS_IM4_XOF_depuis_fev2025;NB_DECLARATIONS;FIABILITE_CAF_%
JETOUR MODEL JF1 G700 ANNEE AUTRES;2026;24399600;37196;;AUTRE/EXONERE;;;1;100
JETOUR T 2 SQRF4J20 AUTRES;2025;16927500;25805;;AUTRE/EXONERE;;;1;100
JETOUR T2 12 AUTRES;2024;15574733;23743;;AUTRE/EXONERE;;;1;100
JETOUR TRAVELLER T2 AUTRES;2025;28614630;43622;;AUTRE/EXONERE;;;1;100
KAISER TRAILER AUTRES REMORQUES ET SEMI ;2000;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
KIA CARENS;2007;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
KIA CARENS;2008;1926780;2937;;B_TOURISME_STANDARD;0.31598;707424;1;100
KIA CARENS;2010;2113730;3222;;B_TOURISME_STANDARD;0.31598;766496;1;100
KIA CARNIVAL;2006;1500000;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
KIA CARNIVAL;2009;2130129;3247;;A_TOURISME_13CV_PLUS;0.40208;955082;1;100
KIA CEE D;2006;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
KIA CEE D;2008;1631601;2487;;B_TOURISME_STANDARD;0.31598;614153;1;100
KIA CEE D;2010;1985818;3027;;B_TOURISME_STANDARD;0.31598;726079;1;100
KIA CEE D 04 01;2010;1985818;3027;;B_TOURISME_STANDARD;0.31598;726079;1;100
KIA FORTE;2016;3683013;5614;;B_TOURISME_STANDARD;0.31598;1262358;1;100
KIA FORTE;2017;3420628;5214;;B_TOURISME_STANDARD;0.31598;1179450;1;100
KIA OPTIMA;2012;3273038;4989;;A_TOURISME_13CV_PLUS;0.40208;1414623;1;100
KIA OPTIMA;2014;4207783;6414;;A_TOURISME_13CV_PLUS;0.40208;1790465;1;100
KIA OPTIMA 12;2011;3273037;4989;;A_TOURISME_13CV_PLUS;0.40208;1414623;1;100
KIA PICANTO;2009;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
KIA PICANTO;2010;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
KIA PICANTO;2011;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
KIA PICANTO;2012;1723433;2627;;B_TOURISME_STANDARD;0.31598;643170;1;100
KIA PICANTO 02 11;2006;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
KIA PICANTO 22 09;2006;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
KIA PICANTO 29 05;2007;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
KIA PICANTO 29 06;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
KIA RIO;2008;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
KIA RONDO;2009;2272699;3464;;A_TOURISME_13CV_PLUS;0.40208;1012407;1;100
KIA SEDONA;2016;9029087;13764;;A_TOURISME_13CV_PLUS;0.40208;3729015;1;100
KIA SORENTO;2004;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
KIA SORENTO;2006;1500003;;OUI;A_TOURISME_13CV_PLUS;0.40208;701721;1;100
KIA SORENTO;2009;2674576;4077;;A_TOURISME_13CV_PLUS;0.40208;1173994;1;100
KIA SORENTO EX;2011;3866681;5894;;A_TOURISME_13CV_PLUS;0.40208;1653315;1;100
KIA SORENTO EX;2013;5076928;7739;;A_TOURISME_13CV_PLUS;0.40208;2139931;1;100
KIA SORENTO GRAVE ACCIDENT;2013;2417326;3684;;A_TOURISME_13CV_PLUS;0.40208;1070558;1;100
KIA SORENTO GRAVE ACCIDENTE;2011;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
KIA SORENTO LX;2013;5076927;7739;;A_TOURISME_13CV_PLUS;0.40208;2139931;1;100
KIA SORENTO M C;2011;3866680;5894;;A_TOURISME_13CV_PLUS;0.40208;1653315;1;100
KIA SOUL;2009;1815268;2767;;B_TOURISME_STANDARD;0.31598;672188;1;100
KIA SOUL;2010;2279258;3474;;B_TOURISME_STANDARD;0.31598;818800;1;100
KIA SOUL;2012;2597401;3959;;B_TOURISME_STANDARD;0.31598;919327;1;100
KIA SOUL;2015;3879801;5914;;B_TOURISME_STANDARD;0.31598;1324540;1;100
KIA SOUL;2016;4909657;7484;;B_TOURISME_STANDARD;0.31598;1649953;1;100
KIA SPORTAGE;2001;1500002;;OUI;B_TOURISME_STANDARD;0.31598;572571;1;100
KIA SPORTAGE;2010;2958177;4509;;B_TOURISME_STANDARD;0.31598;1033325;1;100
KIA SPORTAGE 01 01;2006;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
KIA SPORTAGE 08 11;2010;2405631;3667;;A_TOURISME_13CV_PLUS;0.40208;1065856;1;100
KIA SPORTAGE 10 AUTRES;2023;14476263;22068;;AUTRE/EXONERE;;;1;100
KIA SPORTAGE GRAV ACCIDENTE;2020;4888705;7452;;A_TOURISME_13CV_PLUS;0.40208;2064251;1;100
KIA SPORTAGE LX;2012;3699411;5639;;A_TOURISME_13CV_PLUS;0.40208;1586059;1;100
KIA SPORTAGE M C;2007;1895294;2889;;A_TOURISME_13CV_PLUS;0.40208;860660;1;100
KIA SPORTAGE M C;2012;3715810;5664;;A_TOURISME_13CV_PLUS;0.40208;1592653;1;100
KIA SPORTAGE M C;2018;9488258;14464;;A_TOURISME_13CV_PLUS;0.40208;3913639;1;100
KIA TYPE SPORTAGE;2011;3463253;5279;;A_TOURISME_13CV_PLUS;0.40208;1491105;1;100
KOMATSU PC220 7 EXCAVATOR CHARGEUSES ET ;2000;10450000;15930;;AUTRE/EXONERE;;;1;100
LADA NIVA;1990;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
LANCIA PHEDRA 10 05;2007;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
LAND RANGE ROVER VELAR P250;2024;42081173;64152;;A_TOURISME_13CV_PLUS;0.40208;17018598;1;100
LAND ROVER DISCOVERY;2005;1611921;2457;;A_TOURISME_13CV_PLUS;0.40208;746721;1;100
LAND ROVER EVOQUE;2012;5051696;7701;;AUTRE/EXONERE;;;1;100
LAND ROVER FREELANDER;2002;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
LAND ROVER RANGE ROVER EVOQUE;2014;6749626;10289;;B_TOURISME_STANDARD;0.31598;2231347;1;100
LAND ROVER RANGE ROVER EVOQUE;2015;9357067;14264;;B_TOURISME_STANDARD;0.31598;3055246;1;100
LAND ROVER RANGE ROVER EVOQUE;2018;14735939;22464;;B_TOURISME_STANDARD;0.31598;4754862;1;100
LAND ROVER RANGE ROVER SPORT;2010;6077266;9264;;A_TOURISME_13CV_PLUS;0.40208;2542147;1;100
LAND ROVER RANGE ROVER SPORT;2015;13883191;21164;;A_TOURISME_13CV_PLUS;0.40208;5680753;1;100
LAND ROVER RANGE ROVER SPORT AUTRES;2024;48080882;73298;;AUTRE/EXONERE;;;1;100
LANDROVER EVOQUE 1;2017;11320129;17257;;B_TOURISME_STANDARD;0.31598;3675534;1;100
LANDROVER EVOQUE 1 M C;2013;6126463;9339;;B_TOURISME_STANDARD;0.31598;2034440;1;100
LANDROVER RANGE ROVER EVOQUE;2014;6749626;10289;;B_TOURISME_STANDARD;0.31598;2231347;1;100
LANDROVER RANGE ROVER EVOQUE;2015;9357067;14264;;B_TOURISME_STANDARD;0.31598;3055246;1;100
LANDROVER RANGE ROVER EVOQUE;2016;10401785;15857;;B_TOURISME_STANDARD;0.31598;3385356;1;100
LANDROVER RANGE ROVER EVOQUE10;2013;5524499;8421;;B_TOURISME_STANDARD;0.31598;1844231;1;100
LANDROVER RANGE ROVER SPORT;2006;2759851;4207;;A_TOURISME_13CV_PLUS;0.40208;1208281;1;100
LANDROVER RANGE ROVER SPORT;2013;10800179;16464;;A_TOURISME_13CV_PLUS;0.40208;4441136;1;100
LANDROVER RANGE ROVER SPORT;2016;20508386;31264;;A_TOURISME_13CV_PLUS;0.40208;8344612;1;100
LANDROVER RANGE ROVER SPORT;2018;27494360;41914;;A_TOURISME_13CV_PLUS;0.40208;11153532;1;100
LANDROVER RANGE ROVER SPORT AU;2013;10800181;16464;;A_TOURISME_13CV_PLUS;0.40208;4441137;1;100
LANDROVER RANGE ROVER VOGUE;2002;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
LEOPARD FORMULA TITANIUM AUTRES;2025;18596503;28349;;AUTRE/EXONERE;;;1;100
LEXUS ES 300;2002;1500001;;OUI;AUTRE/EXONERE;;;1;100
LEXUS ES 350;2008;2546890;3882;;A_TOURISME_13CV_PLUS;0.40208;1122654;1;100
LEXUS ES 350;2010;3230399;4924;;A_TOURISME_13CV_PLUS;0.40208;1397479;1;100
LEXUS ES 350;2013;8635510;13164;;A_TOURISME_13CV_PLUS;0.40208;3570766;1;100
LEXUS ES 350 08;2011;3519022;5364;;A_TOURISME_13CV_PLUS;0.40208;1513528;1;100
LEXUS GS 300;2000;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
LEXUS GS 300 04 11;1999;1500000;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
LEXUS GX 460;2015;21098751;32164;;A_TOURISME_13CV_PLUS;0.40208;8581986;1;100
LEXUS GX 470;2005;4325853;6594;;A_TOURISME_13CV_PLUS;0.40208;1837939;1;100
LEXUS GX 470 07;2007;9914633;15114;;A_TOURISME_13CV_PLUS;0.40208;4085076;1;100
LEXUS GX460;2011;10800179;16464;;A_TOURISME_13CV_PLUS;0.40208;4441136;1;100
LEXUS IS 220;2014;7225197;11014;;A_TOURISME_13CV_PLUS;0.40208;3003707;1;100
LEXUS IS 220 05 05;2009;2448270;3732;;B_TOURISME_STANDARD;0.31598;872204;1;100
LEXUS IS 250;2012;5126124;7814;;A_TOURISME_13CV_PLUS;0.40208;2159712;1;100
LEXUS IS 250 07;2008;3847003;5864;;A_TOURISME_13CV_PLUS;0.40208;1645403;1;100
LEXUS NX 200;2015;9980228;15214;;B_TOURISME_STANDARD;0.31598;3252152;1;100
LEXUS NX 200 11;2015;11587331;17664;;B_TOURISME_STANDARD;0.31598;3759965;1;100
LEXUS NX 200T;2017;13325627;20314;;B_TOURISME_STANDARD;0.31598;4309232;1;100
LEXUS NX 200T BASE;2015;9980228;15214;;B_TOURISME_STANDARD;0.31598;3252152;1;100
LEXUS NX 200T F SPORT;2016;10832976;16514;;B_TOURISME_STANDARD;0.31598;3521604;1;100
LEXUS NX 350 AUTRES;2026;24779818;37776;;AUTRE/EXONERE;;;1;100
LEXUS NX200T;2016;10832977;16514;;B_TOURISME_STANDARD;0.31598;3521604;1;100
LEXUS NX200T 2 0;2015;9324269;14214;;B_TOURISME_STANDARD;0.31598;3044883;1;100
LEXUS NX300;2018;14703141;22414;;B_TOURISME_STANDARD;0.31598;4744498;1;100
LEXUS NX350;2023;27166380;41414;;A_TOURISME_13CV_PLUS;0.40208;11021658;1;100
LEXUS RX;2010;6372449;9714;;A_TOURISME_13CV_PLUS;0.40208;2660834;1;100
LEXUS RX 300;2001;1500000;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
LEXUS RX 300;2005;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
LEXUS RX 330 07;2004;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
LEXUS RX 330 07;2005;2364533;3604;;A_TOURISME_13CV_PLUS;0.40208;1049331;1;100
LEXUS RX 330 08;2004;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
LEXUS RX 330 08;2005;2364532;3604;;A_TOURISME_13CV_PLUS;0.40208;1049331;1;100
LEXUS RX 330 BASE;2004;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
LEXUS RX 330 MX;2004;1500000;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
LEXUS RX 3350;2011;7126803;10864;;A_TOURISME_13CV_PLUS;0.40208;2964145;1;100
LEXUS RX 350;2005;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
LEXUS RX 350 05;2009;5011332;7639;;A_TOURISME_13CV_PLUS;0.40208;2113556;1;100
LEXUS RX 350 07;2010;7126803;10864;;A_TOURISME_13CV_PLUS;0.40208;2964145;1;100
LEXUS RX 350 07;2017;21557923;32864;;A_TOURISME_13CV_PLUS;0.40208;8766610;1;100
LEXUS RX 350 BASE;2011;6569236;10014;;A_TOURISME_13CV_PLUS;0.40208;2739958;1;100
LEXUS RX 350 F SPORT;2017;17359778;26464;;A_TOURISME_13CV_PLUS;0.40208;7078620;1;100
LEXUS RX 400 07 12;2005;2064533;3147;;A_TOURISME_13CV_PLUS;0.40208;928707;1;100
LEXUS RX 400H;2007;2946798;4492;;A_TOURISME_13CV_PLUS;0.40208;1283449;1;100
LEXUS RX 400H 18 12;2008;4711332;7182;;A_TOURISME_13CV_PLUS;0.40208;1992932;1;100
LEXUS RX 400H BASE;2008;4129065;6294;;A_TOURISME_13CV_PLUS;0.40208;1758814;1;100
LEXUS RX 450;2010;5678873;8657;;A_TOURISME_13CV_PLUS;0.40208;2381961;1;100
LEXUS RX300 09;2005;2064533;3147;;A_TOURISME_13CV_PLUS;0.40208;928707;1;100
LEXUS RX330 08;2004;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
LEXUS RX330 09;2004;1500000;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
LEXUS RX330 M C;2004;1500000;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
LEXUS RX350;2015;11259351;17164;;A_TOURISME_13CV_PLUS;0.40208;4625760;1;100
LEXUS RX350;2016;14768737;22514;;A_TOURISME_13CV_PLUS;0.40208;6036814;1;100
LEXUS RX350;2018;21557922;32864;;A_TOURISME_13CV_PLUS;0.40208;8766609;1;100
LEXUS RX350 05;2007;3246799;4949;;A_TOURISME_13CV_PLUS;0.40208;1404073;1;100
LEXUS RX350 GRAVE ACCIDENTE;2011;3926805;5986;;A_TOURISME_13CV_PLUS;0.40208;1677490;1;100
LEXUS RX350 M C;2007;3246798;4949;;A_TOURISME_13CV_PLUS;0.40208;1404073;1;100
LEXUS RX350 M C;2010;6372448;9714;;A_TOURISME_13CV_PLUS;0.40208;2660834;1;100
LEXUS RX400;2010;6072449;9257;;A_TOURISME_13CV_PLUS;0.40208;2540210;1;100
LEXUS RX400H;2008;3829066;5837;;A_TOURISME_13CV_PLUS;0.40208;1638191;1;100
LEXUS RX450 12 10;2011;7548359;11507;;A_TOURISME_13CV_PLUS;0.40208;3133644;1;100
LEXUS RX450H;2009;5268898;8032;;A_TOURISME_13CV_PLUS;0.40208;2217119;1;100
LEXUS TYPE RX 330;2004;1500001;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
LEXUS UX 200;2019;14047181;21414;;A_TOURISME_13CV_PLUS;0.40208;5746691;1;100
LKW MAN TGA;2008;6400000;9756;;AUTRE/EXONERE;;;1;100
LOW BED TRAILER AUTRES REMORQUES ET SEMI;1994;7500000;11433;;AUTRE/EXONERE;;;1;100
LOW FLATED SEMI TRAILER AUTRES;2025;12878541;19633;;AUTRE/EXONERE;;;1;100
M A N 26 293 DF TM;1998;3155825;4810;;C_CAMION_BUS;0.23338;835106;1;100
M A N 35 372;1991;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
M A N 35 403 31 12;1997;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
M A N TRUCK;1991;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
M A N TRUCK;1993;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
M A N TRUCK;1996;5000001;7622;;AUTRE/EXONERE;;;1;100
M A N TRUCK;1997;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
M A N TRUCK;1998;2500000;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
M A N TRUCK;2004;5890501;8979;;AUTRE/EXONERE;;;1;100
M A N TRUCK 05 08;2004;2500000;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
M A N TRUCK TGA 18 430;2006;2600000;3963;;D_TRACTEUR_ROUTIER;0.19208;598008;1;100
MAN 18 430;2007;2800001;4268;;D_TRACTEUR_ROUTIER;0.19208;636424;1;100
MAN 26 281;1981;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
MAN 32 414;1999;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
MAN L36 TYPE L2000 18 06;2004;6868694;10471;;AUTRE/EXONERE;;;1;100
MAN TRUCK;2000;2670501;4070;;D_TRACTEUR_ROUTIER;0.19208;611550;1;100
MAN TRUCK;2003;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
MAN TRUCK;2006;10836554;16520;;AUTRE/EXONERE;;;1;100
MAN TRUCK;2007;5600001;8536;;AUTRE/EXONERE;;;1;100
MAN TRUCK;2013;4500003;6860;;D_TRACTEUR_ROUTIER;0.19208;962961;1;100
MAN TRUCK 26 09;2013;16100000;24544;;AUTRE/EXONERE;;;1;100
MASERATI GHIBLI;2017;25526481;38914;;A_TOURISME_13CV_PLUS;0.40208;10362287;1;100
MAXUS D90 MAX AUTRES;2026;30979738;47228;;AUTRE/EXONERE;;;1;100
MAY TOYOTA PRADO 2 4 L AUTRES;2024;39056280;59540;;AUTRE/EXONERE;;;1;100
MAZDA 2;2006;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MAZDA 2;2008;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MAZDA 2;2011;1703755;2597;;B_TOURISME_STANDARD;0.31598;636953;1;100
MAZDA 3;2009;2369554;3612;;B_TOURISME_STANDARD;0.31598;847332;1;100
MAZDA 3;2010;2669554;4069;;A_TOURISME_13CV_PLUS;0.40208;1171974;1;100
MAZDA 3;2016;6766025;10314;;AUTRE/EXONERE;;;1;100
MAZDA 3 01 04;2005;1500003;;OUI;B_TOURISME_STANDARD;0.31598;572571;1;100
MAZDA 3 02 12;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MAZDA 3 29 06;2006;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MAZDA 3 30 06;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MAZDA 323;1998;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MAZDA 323;2000;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MAZDA 6;1998;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MAZDA 6;2001;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MAZDA 6;2007;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MAZDA 6;2010;2161185;3294;;A_TOURISME_13CV_PLUS;0.40208;967569;1;100
MAZDA 6;2014;4066749;6199;;A_TOURISME_13CV_PLUS;0.40208;1733758;1;100
MAZDA 6 04 08;2005;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MAZDA 6 16 12;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MAZDA 6 30 09;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MAZDA 626;1997;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MAZDA 626;2001;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MAZDA 626;2005;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MAZDA 626 03 02;2000;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MAZDA 626 04 04;2000;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MAZDA BONGO;1987;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
MAZDA CX 5;2013;5913277;9014;;B_TOURISME_STANDARD;0.31598;1967077;1;100
MAZDA CX 5;2014;6585636;10039;;A_TOURISME_13CV_PLUS;0.40208;2746553;1;100
MAZDA CX 5 AUTRES;2025;19441696;29638;;AUTRE/EXONERE;;;1;100
MAZDA CX 9;2007;2071975;3158;;A_TOURISME_13CV_PLUS;0.40208;931700;1;100
MAZDA CX 9;2010;3676453;5604;;A_TOURISME_13CV_PLUS;0.40208;1576828;1;100
MAZDA CX 9 GRAVE ACCIDENTE;2021;2117492;3227;;A_TOURISME_13CV_PLUS;0.40208;950001;1;100
MAZDA CX5;2012;5531282;8432;;B_TOURISME_STANDARD;0.31598;1846374;1;100
MAZDA CX5;2016;8438725;12864;;A_TOURISME_13CV_PLUS;0.40208;3491643;1;100
MAZDA CX7;2007;1773943;2704;;A_TOURISME_13CV_PLUS;0.40208;811867;1;100
MAZDA CX7;2012;3622438;5522;;A_TOURISME_13CV_PLUS;0.40208;1555110;1;100
MAZDA CX9;2007;2075911;3164;;A_TOURISME_13CV_PLUS;0.40208;933282;1;100
MAZDA E;1995;2500001;;OUI;C_CAMION_BUS;0.23338;682050;1;100
MAZDA E;1997;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
MAZDA E 2200;1992;1500000;;OUI;C_CAMION_BUS;0.23338;448670;1;100
MAZDA E 2200;1994;1500001;;OUI;C_CAMION_BUS;0.23338;448670;1;100
MAZDA MPV;2004;1500000;;OUI;A_TOURISME_13CV_PLUS;0.40208;701720;1;100
MAZDA MPV;2006;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MAZDA MPV 24 07;2002;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MAZDA PREMACY;2000;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MAZDA PREMACY;2002;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MAZDA PREMACY 12 01;2003;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MAZDA PREMACY 22 03;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MAZDA XEDOS 6;2002;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MAZDA3;2010;2669555;4069;;B_TOURISME_STANDARD;0.31598;942126;1;100
MB B 200;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MERCDES BENZ ML 350;2014;8930695;13614;;A_TOURISME_13CV_PLUS;0.40208;3689454;1;100
MERCEDES ACTROS;2008;2800001;4268;;C_CAMION_BUS;0.23338;752064;1;100
MERCEDES AMG GLC 43;2018;18704497;28514;;A_TOURISME_13CV_PLUS;0.40208;7619304;1;100
MERCEDES B150;2008;1920222;2927;;B_TOURISME_STANDARD;0.31598;705352;1;100
MERCEDES BEN TRUCK;1989;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
MERCEDES BENZ;2004;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MERCEDES BENZ 1120;1998;2500003;;OUI;C_CAMION_BUS;0.23338;682051;1;100
MERCEDES BENZ 1417;2001;2500001;;OUI;D_TRACTEUR_ROUTIER;0.19208;578800;1;100
MERCEDES BENZ 190E;1992;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MERCEDES BENZ 208 USAGES;1990;2500000;;OUI;C_CAMION_BUS;0.23338;682050;1;100
MERCEDES BENZ 2633;2007;4200000;6402;;AUTRE/EXONERE;;;1;100
MERCEDES BENZ 300;2016;10636189;16214;;B_TOURISME_STANDARD;0.31598;3459423;1;100
MERCEDES BENZ 609 USAGES;1993;4152228;6329;;C_CAMION_BUS;0.23338;1067647;1;100
MERCEDES BENZ 813;1998;2500003;;OUI;C_CAMION_BUS;0.23338;682051;1;100
MERCEDES BENZ A140;2002;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MERCEDES BENZ A150;2004;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MERCEDES BENZ A150;2005;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MERCEDES BENZ A170;2005;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MERCEDES BENZ A220;2021;21328337;32514;;B_TOURISME_STANDARD;0.31598;6837928;1;100
MERCEDES BENZ B 180;2012;3327255;5072;;B_TOURISME_STANDARD;0.31598;1149946;1;100
MERCEDES BENZ B 200;2008;2202285;3357;;B_TOURISME_STANDARD;0.31598;794478;1;100
MERCEDES BENZ C 200;1999;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MERCEDES BENZ C 300;2013;6602035;10064;;A_TOURISME_13CV_PLUS;0.40208;2753146;1;100
MERCEDES BENZ C 350;2008;2902420;4424;;A_TOURISME_13CV_PLUS;0.40208;1265605;1;100
MERCEDES BENZ C CLASS;2005;1520968;2318;;A_TOURISME_13CV_PLUS;0.40208;710151;1;100
MERCEDES BENZ C CLASS C 400;2015;8340328;12714;;A_TOURISME_13CV_PLUS;0.40208;3452079;1;100
MERCEDES BENZ C CLASS C300;2012;4994933;7614;;A_TOURISME_13CV_PLUS;0.40208;2106963;1;100
MERCEDES BENZ C CLASS C300;2014;6831621;10414;;A_TOURISME_13CV_PLUS;0.40208;2845458;1;100
MERCEDES BENZ C CLASS C300;2015;8865097;13514;;B_TOURISME_STANDARD;0.31598;2899793;1;100
MERCEDES BENZ C CLASSE C 280;2006;2221533;3386;;A_TOURISME_13CV_PLUS;0.40208;991834;1;100
MERCEDES BENZ C180;1999;1500003;;OUI;B_TOURISME_STANDARD;0.31598;572571;1;100
MERCEDES BENZ C180;2000;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MERCEDES BENZ C180;2004;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MERCEDES BENZ C180;2005;1500000;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MERCEDES BENZ C180 10 10;1997;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MERCEDES BENZ C200;2007;1989752;3033;;B_TOURISME_STANDARD;0.31598;727322;1;100
MERCEDES BENZ C200 09;2004;1500001;;OUI;B_TOURISME_STANDARD;0.31598;572570;1;100
MERCEDES BENZ C200 31 01;2008;2221964;3387;;B_TOURISME_STANDARD;0.31598;800696;1;100
MERCEDES BENZ C250;2012;4994933;7614;;B_TOURISME_STANDARD;0.31598;1676899;1;100
MERCEDES BENZ C250;2013;6602034;10064;;B_TOURISME_STANDARD;0.31598;2184711;1;100
MERCEDES BENZ C300;2010;4207783;6414;;A_TOURISME_13CV_PLUS;0.40208;1790465;1;100
MERCEDES BENZ C300;2011;4306175;6564;;A_TOURISME_13CV_PLUS;0.40208;1830027;1;100
MERCEDES BENZ C300;2013;5145802;7844;;A_TOURISME_13CV_PLUS;0.40208;2167624;1;100
MERCEDES BENZ C300 10 AUTRES;2023;29199878;44514;;AUTRE/EXONERE;;;1;100
MERCEDES BENZ C300 GRAVE ACCID;2022;12346879;18822;;B_TOURISME_STANDARD;0.31598;3999967;1;100
MERCEDES BENZ C300 SPORT 4MATI;2012;5618095;8564;;A_TOURISME_13CV_PLUS;0.40208;2357524;1;100
MERCEDES BENZ C350 4MATIC;2008;2902420;4424;;A_TOURISME_13CV_PLUS;0.40208;1265605;1;100
MERCEDES BENZ CLA 250;2014;6536439;9964;;B_TOURISME_STANDARD;0.31598;2163984;1;100
MERCEDES BENZ CLA 250;2016;3000003;4573;;B_TOURISME_STANDARD;0.31598;1046541;1;100
